RegionCode,CountryCode,Year,Population
EU,ISL,2004,292074
EU,ISL,2005,296734
EU,ISL,2006,303782
EU,ISL,2007,311566
EU,ISL,2008,317414
EU,ISL,2009,318499
EU,ISL,2010,318041
EU,ISL,2011,319014
EU,ISL,2012,320716
EU,ISL,2013,323764
EU,ISL,2014,327386
AS,IRN,2013,78458928
AS,IRN,2014,79961672
AS,IRQ,2008,29218381
EU,IRL,1990,
EU,IRL,1991,3534235
EU,IRL,1992,3558430
EU,IRL,1993,3576261
EU,IRL,1994,3590386
EU,IRL,1995,3608841
EU,IRL,1996,3637510
EU,IRL,1997,3674171
EU,IRL,1998,3712696
EU,IRL,1999,3754786
EU,IRL,2000,3805174
EU,IRL,2001,3866243
EU,IRL,2002,3931947
EU,IRL,2003,3996521
EU,IRL,2004,4070262
EU,IRL,2005,4159914
EU,IRL,2006,4273591
EU,IRL,2007,4398942
EU,IRL,2008,4489544
EU,IRL,2009,4535375
EU,IRL,2010,4560155
EU,IRL,2011,4580084
EU,IRL,2012,4599533
EU,IRL,2013,4623816
EU,IRL,2014,4657740
AS,ISR,1990,
AS,ISR,1991,4949000
AS,ISR,1992,5123000
AS,ISR,1993,5261000
AS,ISR,1994,5399000
AS,ISR,1995,5545000
AS,ISR,1996,5692000
AS,ISR,1997,5836000
AS,ISR,1998,5971000
AS,ISR,1999,6125000
AS,ISR,2000,6289000
AS,ISR,2001,6439000
AS,ISR,2002,6570000
AS,ISR,2003,6689700
AS,ISR,2004,6809000
AS,ISR,2005,6930100
AS,ISR,2006,7053700
AS,ISR,2007,7180100
AS,ISR,2008,7308800
AS,ISR,2009,7485600
AS,ISR,2010,7623600
AS,ISR,2011,7765800
AS,ISR,2012,7910500
AS,ISR,2013,8059500
AS,ISR,2014,8215700
EU,ITA,1990,
EU,ITA,1991,56758521
EU,ITA,1992,56797087
EU,ITA,1993,56831821
EU,ITA,1994,56843400
EU,ITA,1995,56844303
EU,ITA,1996,56860281
EU,ITA,1997,56890372
EU,ITA,1998,56906744
EU,ITA,1999,56916317
EU,ITA,2000,56942108
EU,ITA,2001,56974100
EU,ITA,2002,57059007
EU,ITA,2003,57313203
EU,ITA,2004,57685327
EU,ITA,2005,57969484
EU,ITA,2006,58143979
EU,ITA,2007,58438310
EU,ITA,2008,58826731
EU,ITA,2009,59095365
EU,ITA,2010,59277417
EU,ITA,2011,59379449
EU,ITA,2012,59539717
EU,ITA,2013,60233948
EU,ITA,2014,60789140
NAC,JAM,1990,
NAC,JAM,1991,2411867
NAC,JAM,2000,2612205
NAC,JAM,2001,2625405
NAC,JAM,2002,2638244
NAC,JAM,2003,2651027
NAC,JAM,2004,2664024
NAC,JAM,2005,2676863
NAC,JAM,2006,2689660
NAC,JAM,2009,2722401
NAC,JAM,2010,2733896
NAC,JAM,2011,2746169
NAC,JAM,2012,2759817
NAC,JAM,2013,2773129
NAC,JAM,2014,2784543
AS,JPN,1990,
AS,JPN,1991,123964000
AS,JPN,1992,124425000
AS,JPN,1993,124829000
AS,JPN,1994,125178000
AS,JPN,1995,125472000
AS,JPN,1996,125757000
AS,JPN,1997,126057000
AS,JPN,1998,126400000
AS,JPN,1999,126631000
AS,JPN,2000,126843000
AS,JPN,2001,127149000
AS,JPN,2002,127445000
AS,JPN,2003,127718000
AS,JPN,2004,127761000
AS,JPN,2005,127773000
AS,JPN,2006,127854000
AS,JPN,2007,128001000
AS,JPN,2008,128063000
AS,JPN,2009,128047000
AS,JPN,2010,128070000
AS,JPN,2011,127833000
AS,JPN,2012,127629000
AS,JPN,2013,127445000
AS,JPN,2014,127276000
AS,KAZ,1990,
AS,KAZ,1991,16451711
AS,KAZ,1992,16439095
AS,KAZ,1993,16380672
AS,KAZ,1994,16145766
AS,KAZ,1995,15816243
AS,KAZ,1996,15578227
AS,KAZ,1997,15334405
AS,KAZ,1998,15071640
AS,KAZ,1999,14928374
AS,KAZ,2000,14883626
AS,KAZ,2001,14858335
AS,KAZ,2002,14858948
AS,KAZ,2003,14909019
AS,KAZ,2004,15012984
AS,KAZ,2005,15147029
AS,KAZ,2006,15308085
AS,KAZ,2007,15484192
AS,KAZ,2008,15776938
AS,KAZ,2009,16092822
AS,KAZ,2010,16321872
AS,KAZ,2011,16557202
AS,KAZ,2012,16792090
AS,KAZ,2013,17035551
AS,KAZ,2014,17288285
AS,KOR,1990,
AS,KOR,1991,43295704
AS,KOR,1992,43747962
AS,KOR,1993,44194628
AS,KOR,1994,44641540
AS,KOR,1995,45092991
AS,KOR,1996,45524681
AS,KOR,1997,45953580
AS,KOR,1998,46286503
AS,KOR,1999,46616677
AS,KOR,2000,47008111
AS,KOR,2001,47370164
AS,KOR,2002,47644736
AS,KOR,2003,47892330
AS,KOR,2004,48082519
AS,KOR,2005,48184561
AS,KOR,2006,48438292
AS,KOR,2007,48683638
AS,KOR,2008,49054708
AS,KOR,2009,49307835
AS,KOR,2010,49554112
AS,KOR,2011,49936638
AS,KOR,2012,50199853
AS,KOR,2013,50428893
AS,KOR,2014,50746659
AS,KWT,1993,1653645
AS,KWT,1994,1641106
AS,KWT,1995,1655222
AS,KWT,1996,1703318
AS,KWT,1997,1761468
AS,KWT,1998,1819544
AS,KWT,1999,1877427
AS,KWT,2000,1934901
AS,KWT,2001,1991674
AS,KWT,2002,2047364
AS,KWT,2003,2101506
AS,KWT,2004,2153481
AS,KWT,2005,2235403
AS,KWT,2006,2363409
AS,KWT,2007,2506769
AS,KWT,2008,2650930
AS,KWT,2009,2795550
AS,KWT,2010,2943356
AS,KWT,2011,3143825
AS,KWT,2012,3394663
AS,KWT,2013,3646518
AS,KWT,2014,3761584
AS,KGZ,1990,
AS,KGZ,1991,4463600
AS,KGZ,1992,4515400
AS,KGZ,1993,4516700
AS,KGZ,1994,4515100
AS,KGZ,1995,4560400
AS,KGZ,1996,4628400
AS,KGZ,1997,4696400
AS,KGZ,1998,4769000
AS,KGZ,1999,4840400
AS,KGZ,2000,4898400
AS,KGZ,2001,4945100
AS,KGZ,2002,4990700
AS,KGZ,2003,5043300
AS,KGZ,2004,5104700
AS,KGZ,2005,5162600
AS,KGZ,2006,5218400
AS,KGZ,2007,5268400
AS,KGZ,2008,5318700
AS,KGZ,2009,5383300
AS,KGZ,2010,5447900
AS,KGZ,2011,5514600
AS,KGZ,2012,5607200
AS,KGZ,2013,5719600
AS,KGZ,2014,5835500
EU,LVA,1990,
EU,LVA,1991,2650581
EU,LVA,1992,2614338
EU,LVA,1993,2563290
EU,LVA,1994,2520742
EU,LVA,1995,2485056
EU,LVA,1996,2457222
EU,LVA,1997,2432851
EU,LVA,1998,2410019
EU,LVA,1999,2390482
EU,LVA,2000,2367550
EU,LVA,2001,2337170
EU,LVA,2002,2310173
EU,LVA,2003,2287955
EU,LVA,2004,2263122
EU,LVA,2005,2238799
EU,LVA,2006,2218357
EU,LVA,2007,2200325
EU,LVA,2008,2177322
EU,LVA,2009,2141669
EU,LVA,2010,2097555
EU,LVA,2011,2059709
EU,LVA,2012,2034319
EU,LVA,2013,2012647
EU,LVA,2014,1993782
EU,LTU,1990,
EU,LTU,1991,3704134
EU,LTU,1992,3700114
EU,LTU,1993,3682613
EU,LTU,1994,3657144
EU,LTU,1995,3629102
EU,LTU,1996,3601613
EU,LTU,1997,3575137
EU,LTU,1998,3549331
EU,LTU,1999,3524238
EU,LTU,2000,3499536
EU,LTU,2001,3470818
EU,LTU,2002,3443067
EU,LTU,2003,3415213
EU,LTU,2004,3377075
EU,LTU,2005,3322528
EU,LTU,2006,3269909
EU,LTU,2007,3231294
EU,LTU,2008,3198231
EU,LTU,2009,3162916
EU,LTU,2010,3097282
EU,LTU,2011,3028115
EU,LTU,2012,2987773
EU,LTU,2013,2957689
EU,LTU,2014,2932367
EU,LUX,1990,
EU,LUX,1991,387000
EU,LUX,1992,392175
EU,LUX,1993,397475
EU,LUX,1994,402925
EU,LUX,1995,408625
EU,LUX,1996,414225
EU,LUX,1997,419450
EU,LUX,1998,424700
EU,LUX,1999,430475
EU,LUX,2000,436300
EU,LUX,2001,441525
EU,LUX,2002,446175
EU,LUX,2003,451630
EU,LUX,2004,458095
EU,LUX,2005,465158
EU,LUX,2006,472637
EU,LUX,2007,479993
EU,LUX,2008,488650
EU,LUX,2009,497783
EU,LUX,2010,506953
EU,LUX,2011,518347
EU,LUX,2012,530946
EU,LUX,2013,543360
EU,LUX,2014,556319
AS,MDV,2000,282507
AS,MDV,2001,287324
AS,MDV,2002,292284
AS,MDV,2003,297226
AS,MDV,2004,302135
AS,MDV,2005,307018
AS,MDV,2007,325126
AS,MDV,2008,336883
AS,MDV,2010,361575
AS,MDV,2011,374440
AS,MDV,2012,387539
AS,MDV,2013,400728
AS,MDV,2014,416738
EU,MLT,1990,
EU,MLT,1991,363845
EU,MLT,1992,367618
EU,MLT,1993,371308
EU,MLT,1994,374797
EU,MLT,1995,377419
EU,MLT,1996,379905
EU,MLT,1997,382791
EU,MLT,1998,385287
EU,MLT,1999,387578
EU,MLT,2000,390087
EU,MLT,2001,393028
EU,MLT,2002,395969
EU,MLT,2003,398582
EU,MLT,2004,401268
EU,MLT,2005,403834
EU,MLT,2006,405308
EU,MLT,2007,406724
EU,MLT,2008,409379
EU,MLT,2009,412477
EU,MLT,2010,414508
EU,MLT,2011,416268
EU,MLT,2012,420028
EU,MLT,2013,425967
EU,MLT,2014,434558
NAC,MTQ,2000,
NAC,MTQ,2001,
NAC,MTQ,2002,
NAC,MTQ,2003,
NAC,MTQ,2004,
NAC,MTQ,2005,
NAC,MTQ,2006,
NAC,MTQ,2007,
NAC,MTQ,2008,
NAC,MTQ,2009,
NAC,MTQ,2010,
NAC,MTQ,2011,
NAC,MTQ,2013,
NAC,MTQ,2014,
AF,MUS,1990,
AF,MUS,1991,1070266
AF,MUS,1992,1084441
AF,MUS,1993,1097374
AF,MUS,1994,1112846
AF,MUS,1995,1122457
AF,MUS,1996,1133996
AF,MUS,1997,1148284
AF,MUS,1998,1160421
AF,MUS,1999,1175267
AF,MUS,2000,1186873
AF,MUS,2001,1196287
AF,MUS,2002,1204621
AF,MUS,2003,1213370
AF,MUS,2004,1221003
AF,MUS,2005,1228254
AF,MUS,2006,1233996
AF,MUS,2007,1239630
AF,MUS,2008,1244121
AF,MUS,2009,1247429
AF,MUS,2010,1250400
AF,MUS,2011,1252404
AF,MUS,2012,1255882
AF,MUS,2013,1258927
AF,MUS,2014,1261208
AF,MYT,2012,
AF,MYT,2013,
AF,MYT,2014,
CSA,MEX,1990,
CSA,MEX,1991,83351595
CSA,MEX,1992,84993164
CSA,MEX,1993,86648447
CSA,MEX,1994,88314424
CSA,MEX,1995,89969572
CSA,MEX,1996,91586555
CSA,MEX,1997,93183094
CSA,MEX,1998,94767284
CSA,MEX,1999,96334810
CSA,MEX,2000,97873442
CSA,MEX,2001,99394288
CSA,MEX,2002,100917081
CSA,MEX,2003,102429341
CSA,MEX,2004,103945813
CSA,MEX,2005,105442402
CSA,MEX,2006,106886790
CSA,MEX,2007,108302973
CSA,MEX,2008,109684489
CSA,MEX,2009,111049428
CSA,MEX,2010,112532401
CSA,MEX,2011,114150481
CSA,MEX,2012,115755909
CSA,MEX,2013,117290686
CSA,MEX,2014,118755887
EU,MDA,1990,
EU,MDA,1991,2973210
EU,MDA,1992,2975621
EU,MDA,1993,2974817
EU,MDA,1994,2967585
EU,MDA,1995,2953200
EU,MDA,1996,2947293
EU,MDA,1997,2936413
EU,MDA,1998,2935227
EU,MDA,1999,2930622
EU,MDA,2000,2924668
EU,MDA,2001,2918135
EU,MDA,2002,2911385
EU,MDA,2003,2903198
EU,MDA,2004,2896023
EU,MDA,2005,2888985
EU,MDA,2006,2880967
EU,MDA,2007,2874299
EU,MDA,2008,2868833
EU,MDA,2009,2865213
EU,MDA,2010,2862354
EU,MDA,2011,2860699
EU,MDA,2012,2860324
EU,MDA,2013,2859558
EU,MDA,2014,2857815
EU,MNE,2005,614261
EU,MNE,2007,615875
EU,MNE,2008,616969
EU,MNE,2009,618294
EU,NLD,1990,
EU,NLD,1991,15069798
EU,NLD,1992,15184166
EU,NLD,1993,15290368
EU,NLD,1994,15382838
EU,NLD,1995,15459006
EU,NLD,1996,15530498
EU,NLD,1997,15610650
EU,NLD,1998,15707209
EU,NLD,1999,15812088
EU,NLD,2000,15925513
EU,NLD,2001,16046180
EU,NLD,2002,16148929
EU,NLD,2003,16225302
EU,NLD,2004,16281779
EU,NLD,2005,16319868
EU,NLD,2006,16346101
EU,NLD,2007,16381696
EU,NLD,2008,16445593
EU,NLD,2009,16530388
EU,NLD,2010,16615394
EU,NLD,2011,16693074
EU,NLD,2012,16754962
EU,NLD,2013,16804432
EU,NLD,2014,16865008
OA,NZL,1990,
OA,NZL,1991,3495100
OA,NZL,1992,3531700
OA,NZL,1993,3572200
OA,NZL,1994,3620000
OA,NZL,1995,3673400
OA,NZL,1996,3732000
OA,NZL,1997,3781300
OA,NZL,1998,3815000
OA,NZL,1999,3835100
OA,NZL,2000,3857700
OA,NZL,2001,3880500
OA,NZL,2002,3948500
OA,NZL,2003,4027200
OA,NZL,2004,4087500
OA,NZL,2005,4133900
OA,NZL,2006,4184600
OA,NZL,2007,4223800
OA,NZL,2008,4259800
OA,NZL,2009,4302600
OA,NZL,2010,4350700
OA,NZL,2011,4384000
OA,NZL,2012,4408100
OA,NZL,2013,4442100
OA,NZL,2014,4516500
CSA,NIC,2005,5454678
CSA,NIC,2006,5529811
CSA,NIC,2007,5607453
CSA,NIC,2008,5687744
CSA,NIC,2009,5770639
CSA,NIC,2010,5855734
CSA,NIC,2011,5942553
CSA,NIC,2012,6030607
CSA,NIC,2013,6119379
CSA,NIC,2014,6208676
EU,MKD,1991,2036686
EU,MKD,1992,2018023
EU,MKD,1993,1996893
EU,MKD,1994,1982458
EU,MKD,1995,1983964
EU,MKD,1996,1994226
EU,MKD,1997,1996869
EU,MKD,1998,2007523
EU,MKD,1999,2017142
EU,MKD,2000,2026350
EU,MKD,2001,2034882
EU,MKD,2002,2020157
EU,MKD,2003,2026773
EU,MKD,2004,2032544
EU,MKD,2005,2036855
EU,MKD,2006,2040228
EU,MKD,2007,2043559
EU,MKD,2008,2046898
EU,MKD,2009,2050671
EU,MKD,2010,2055004
EU,MKD,2011,2058539
EU,MKD,2012,2061044
EU,MKD,2013,2064032
EU,NOR,1990,
EU,NOR,1991,4261732
EU,NOR,1992,4286401
EU,NOR,1993,4311991
EU,NOR,1994,4336613
EU,NOR,1995,4359184
EU,NOR,1996,4381336
EU,NOR,1997,4405157
EU,NOR,1998,4431464
EU,NOR,1999,4461913
EU,NOR,2000,4490967
EU,NOR,2001,4513751
EU,NOR,2002,4538159
EU,NOR,2003,4564855
EU,NOR,2004,4591910
EU,NOR,2005,4623291
EU,NOR,2006,4660677
EU,NOR,2007,4709153
EU,NOR,2008,4768212
EU,NOR,2009,4828726
EU,NOR,2010,4889252
EU,NOR,2011,4953088
EU,NOR,2012,5018573
EU,NOR,2013,5079623
EU,NOR,2014,5137232
CSA,PAN,1996,2771606
CSA,PAN,1997,2827992
CSA,PAN,1998,2885177
CSA,PAN,1999,2943120
CSA,PAN,2000,3001731
CSA,PAN,2001,3061024
CSA,PAN,2002,3120990
CSA,PAN,2003,3181608
CSA,PAN,2004,3243311
CSA,PAN,2005,3305868
CSA,PAN,2006,3368573
CSA,PAN,2007,3431614
CSA,PAN,2008,3495276
CSA,PAN,2009,3559343
CSA,PAN,2010,3623617
CSA,PAN,2011,3688674
CSA,PAN,2012,3754862
CSA,PAN,2013,3821556
CSA,PAN,2014,3888793
CSA,PRY,2000,5123819
CSA,PRY,2001,5211541
CSA,PRY,2002,5286512
CSA,PRY,2003,5353254
CSA,PRY,2004,5416324
CSA,PRY,2005,5476878
CSA,PRY,2006,5534675
CSA,PRY,2007,5590145
CSA,PRY,2008,5645148
CSA,PRY,2009,5702574
CSA,PRY,2010,5768613
CSA,PRY,2011,5843939
CSA,PRY,2012,5923322
CSA,PRY,2013,6005652
CSA,PRY,2014,6090721
CSA,PER,1995,24449055
CSA,PER,1996,24907304
CSA,PER,1997,25365386
CSA,PER,1998,25818226
CSA,PER,1999,26252239
CSA,PER,2000,26654439
CSA,PER,2001,27014909
CSA,PER,2002,27334503
CSA,PER,2003,27623341
CSA,PER,2004,27893911
CSA,PER,2005,28147267
CSA,PER,2006,28381078
CSA,PER,2007,28600387
CSA,PER,2008,28806185
CSA,PER,2009,29009326
CSA,PER,2010,29229572
CSA,PER,2011,29477721
CSA,PER,2012,29749589
CSA,PER,2013,30038809
CSA,PER,2014,30353951
AS,PHL,1992,64543525
AS,PHL,1993,66083321
AS,PHL,1997,72718837
AS,PHL,1998,74491918
AS,PHL,1999,76249064
AS,PHL,2000,77958223
AS,PHL,2001,79626086
AS,PHL,2002,81285572
AS,PHL,2003,82942837
AS,PHL,2006,87901835
AS,PHL,2007,89561377
AS,PHL,2008,91252326
AS,PHL,2009,92946951
AS,PHL,2010,94636700
AS,PHL,2011,96337913
AS,PHL,2014,101325201
EU,POL,1990,
EU,POL,1991,38246193
EU,POL,1992,38363667
EU,POL,1993,38461408
EU,POL,1994,38542652
EU,POL,1995,38594998
EU,POL,1996,38624370
EU,POL,1999,38660271
EU,POL,2000,38258629
EU,POL,2001,38248076
EU,POL,2002,38230364
EU,POL,2003,38204570
EU,POL,2004,38182222
EU,POL,2005,38165445
EU,POL,2006,38141267
EU,POL,2007,38120560
EU,POL,2008,38125759
EU,POL,2009,38151603
EU,POL,2010,38042794
EU,POL,2011,38063255
EU,POL,2012,38063164
EU,POL,2013,38040196
EU,POL,2014,38011735
EU,PRT,1990,
EU,PRT,1991,9960235
EU,PRT,1992,9952494
EU,PRT,1993,9964675
EU,PRT,1994,9991525
EU,PRT,1995,10026176
EU,PRT,1996,10063945
EU,PRT,1997,10108977
EU,PRT,1998,10160196
EU,PRT,1999,10217828
EU,PRT,2000,10289898
EU,PRT,2001,10362722
EU,PRT,2002,10419631
EU,PRT,2003,10458821
EU,PRT,2007,10542964
EU,PRT,2008,10558177
EU,PRT,2009,10568247
EU,PRT,2010,10573100
EU,PRT,2011,10557560
EU,PRT,2012,10514844
EU,PRT,2013,10457295
EU,PRT,2014,10401062
NAC,PRI,1990,
NAC,PRI,1991,3562110
NAC,PRI,1992,3585176
NAC,PRI,1993,3615497
NAC,PRI,1994,3649237
NAC,PRI,1995,3683103
NAC,PRI,1996,3724655
NAC,PRI,1997,3759430
NAC,PRI,1998,3781101
NAC,PRI,1999,3800081
NAC,PRI,2000,3810605
NAC,PRI,2001,3818774
NAC,PRI,2002,3823701
NAC,PRI,2003,3826095
NAC,PRI,2004,3826878
NAC,PRI,2005,3821362
NAC,PRI,2006,3805214
NAC,PRI,2007,3782995
NAC,PRI,2008,3760866
NAC,PRI,2009,3740410
NAC,PRI,2010,3721525
NAC,PRI,2011,3678732
NAC,PRI,2012,3634488
NAC,PRI,2013,3593077
NAC,PRI,2014,3534874
AF,REU,2001,
AF,REU,2002,
AF,REU,2003,
AF,REU,2004,
AF,REU,2005,
AF,REU,2006,
AF,REU,2007,
AF,REU,2008,
AF,REU,2009,
AF,REU,2010,
AF,REU,2011,
AF,REU,2012,
AF,REU,2013,
AF,REU,2014,
EU,ROU,1990,
EU,ROU,1991,23001155
EU,ROU,1992,22794284
EU,ROU,1993,22763280
EU,ROU,1994,22730211
EU,ROU,1995,22684270
EU,ROU,1996,22619004
EU,ROU,1997,22553978
EU,ROU,1998,22507344
EU,ROU,1999,22472040
EU,ROU,2000,22442971
EU,ROU,2001,22131970
EU,ROU,2002,21730496
EU,ROU,2003,21574326
EU,ROU,2004,21451748
EU,ROU,2005,21319685
EU,ROU,2006,21193760
EU,ROU,2007,20882982
EU,ROU,2008,20537875
EU,ROU,2009,20367487
EU,ROU,2010,20246871
EU,ROU,2011,20147528
EU,ROU,2012,20058035
EU,ROU,2013,19983693
EU,ROU,2014,19908979
EU,RUS,1990,
EU,RUS,1991,148394216
EU,RUS,1992,148538197
EU,RUS,1993,148458777
EU,RUS,1994,148407912
EU,RUS,1995,148375787
EU,RUS,1996,148160129
EU,RUS,1997,147915361
EU,RUS,1998,147670784
EU,RUS,1999,147214776
EU,RUS,2000,146596869
EU,RUS,2001,145976482
EU,RUS,2002,145306497
EU,RUS,2003,144648618
EU,RUS,2004,144067316
EU,RUS,2005,143518814
EU,RUS,2006,143049637
EU,RUS,2007,142805114
EU,RUS,2008,142742366
EU,RUS,2009,142785349
EU,RUS,2010,142849468
EU,RUS,2011,142960908
EU,RUS,2012,143201721
EU,RUS,2013,143506995
EU,RUS,2014,143819667
NAC,KNA,1990,
NAC,KNA,1991,40542
NAC,KNA,1992,40900
NAC,KNA,1993,41447
NAC,KNA,1994,42001
NAC,KNA,1995,42550
NAC,KNA,1998,44230
NAC,KNA,1999,44825
NAC,KNA,2000,45461
NAC,KNA,2001,45986
NAC,KNA,2002,46264
NAC,KNA,2003,46431
NAC,KNA,2004,46580
NAC,KNA,2005,46725
NAC,KNA,2006,46874
NAC,KNA,2007,47015
NAC,KNA,2008,47156
NAC,KNA,2009,47286
NAC,KNA,2010,47403
NAC,KNA,2011,47581
NAC,KNA,2012,47727
NAC,KNA,2013,47767
NAC,KNA,2014,47789
NAC,LCA,1990,
NAC,LCA,1991,144268
NAC,LCA,1992,146420
NAC,LCA,1993,148595
NAC,LCA,1994,150561
NAC,LCA,1995,152348
NAC,LCA,1996,153969
NAC,LCA,1997,155454
NAC,LCA,1998,156855
NAC,LCA,1999,158256
NAC,LCA,2000,159500
NAC,LCA,2001,160594
NAC,LCA,2002,161799
NAC,LCA,2003,163047
NAC,LCA,2004,164239
NAC,LCA,2005,165386
NAC,LCA,2006,166470
NAC,LCA,2008,168576
NAC,LCA,2009,169688
NAC,LCA,2010,170935
NAC,LCA,2011,172145
NAC,LCA,2012,173124
NAC,LCA,2013,173978
NAC,LCA,2014,174804
NAC,VCT,1990,
NAC,VCT,1995,114174
NAC,VCT,1996,114290
NAC,VCT,1997,114276
NAC,VCT,1998,114165
NAC,VCT,1999,113995
NAC,VCT,2000,113813
NAC,VCT,2001,113641
NAC,VCT,2002,113450
NAC,VCT,2003,113108
NAC,VCT,2004,112608
NAC,VCT,2005,112043
NAC,VCT,2006,111427
NAC,VCT,2007,110824
NAC,VCT,2008,110316
NAC,VCT,2009,109840
NAC,VCT,2010,109308
NAC,VCT,2011,108703
NAC,VCT,2012,108083
NAC,VCT,2013,107450
NAC,VCT,2014,106912
EU,SRB,1998,7567745
EU,SRB,1999,7540401
EU,SRB,2000,7516346
EU,SRB,2001,7503433
EU,SRB,2002,7496522
EU,SRB,2003,7480591
EU,SRB,2004,7463157
EU,SRB,2005,7440769
EU,SRB,2006,7411569
EU,SRB,2007,7381579
EU,SRB,2008,7350222
EU,SRB,2009,7320807
EU,SRB,2010,7291436
EU,SRB,2011,7234099
EU,SRB,2012,7199077
EU,SRB,2013,7164132
EU,SRB,2014,7130576
AF,SYC,2001,81202
AF,SYC,2002,83723
AF,SYC,2003,82781
AF,SYC,2004,82475
AF,SYC,2005,82858
AF,SYC,2006,84600
AF,SYC,2007,85033
AF,SYC,2008,86956
AF,SYC,2009,87298
AF,SYC,2010,89770
AF,SYC,2011,87441
AF,SYC,2012,88303
AF,SYC,2013,89949
AF,SYC,2014,91359
AS,SGP,1990,
AS,SGP,1991,3135083
AS,SGP,1992,3230698
AS,SGP,1993,3313471
AS,SGP,1994,3419048
AS,SGP,1995,3524506
AS,SGP,1996,3670704
AS,SGP,1997,3796038
AS,SGP,1998,3927213
AS,SGP,1999,3958723
AS,SGP,2000,4027887
AS,SGP,2001,4138012
AS,SGP,2002,4175950
AS,SGP,2003,4114826
AS,SGP,2004,4166664
AS,SGP,2005,4265762
AS,SGP,2006,4401365
AS,SGP,2007,4588599
AS,SGP,2008,4839396
AS,SGP,2009,4987573
AS,SGP,2010,5076732
AS,SGP,2011,5183688
AS,SGP,2012,5312437
AS,SGP,2013,5399162
AS,SGP,2014,5469724
EU,SVK,1992,5305016
EU,SVK,1993,5325305
EU,SVK,1994,5346331
EU,SVK,1995,5361999
EU,SVK,1996,5373361
EU,SVK,1997,5383291
EU,SVK,1998,5390516
EU,SVK,1999,5396020
EU,SVK,2000,5388720
EU,SVK,2001,5378867
EU,SVK,2002,5376912
EU,SVK,2003,5373374
EU,SVK,2004,5372280
EU,SVK,2005,5372807
EU,SVK,2008,5379233
EU,SVK,2009,5386406
EU,SVK,2010,5391428
EU,SVK,2012,5407579
EU,SVK,2013,5413393
EU,SVK,2014,5418649
EU,SVN,1990,
EU,SVN,1991,1999429
EU,SVN,1992,1996498
EU,SVN,1993,1991746
EU,SVN,1994,1989443
EU,SVN,1995,1989872
EU,SVN,1996,1988628
EU,SVN,1997,1985956
EU,SVN,1998,1981629
EU,SVN,1999,1983045
EU,SVN,2000,1988925
EU,SVN,2001,1992060
EU,SVN,2002,1994530
EU,SVN,2003,1995733
EU,SVN,2004,1997012
EU,SVN,2005,2000474
EU,SVN,2006,2006868
EU,SVN,2007,2018122
EU,SVN,2008,2021316
EU,SVN,2009,2039669
EU,SVN,2010,2048583
EU,SVN,2011,2052843
EU,SVN,2012,2057159
EU,SVN,2013,2059953
EU,SVN,2014,2061980
AF,ZAF,1996,44661603
AF,ZAF,1997,45285048
AF,ZAF,1998,45852166
AF,ZAF,1999,46364681
AF,ZAF,2000,46813266
AF,ZAF,2001,47229714
AF,ZAF,2002,47661514
AF,ZAF,2003,48104048
AF,ZAF,2004,48556071
AF,ZAF,2005,49017147
AF,ZAF,2006,49491756
AF,ZAF,2007,49996094
AF,ZAF,2008,50565812
AF,ZAF,2009,51170779
AF,ZAF,2010,51784921
AF,ZAF,2011,52443325
AF,ZAF,2012,53145033
AF,ZAF,2013,53873616
AF,ZAF,2014,54729551
EU,ESP,1990,
EU,ESP,1991,38966376
EU,ESP,1992,39157685
EU,ESP,1993,39361262
EU,ESP,1994,39549108
EU,ESP,1995,39724050
EU,ESP,1996,39889852
EU,ESP,1997,40057389
EU,ESP,1998,40223509
EU,ESP,1999,40386875
EU,ESP,2000,40567864
EU,ESP,2001,40850412
EU,ESP,2002,41431558
EU,ESP,2003,42187645
EU,ESP,2004,42921895
EU,ESP,2005,43653155
EU,ESP,2006,44397319
EU,ESP,2007,45226803
EU,ESP,2008,45954106
EU,ESP,2009,46362946
EU,ESP,2010,46576897
EU,ESP,2011,46742697
EU,ESP,2012,46773055
EU,ESP,2013,46620045
EU,ESP,2014,46480882
AS,LKA,1996,18322506
AS,LKA,1997,18449123
AS,LKA,1998,18560798
AS,LKA,1999,18670411
AS,LKA,2000,18776371
AS,LKA,2001,18920275
AS,LKA,2002,19110707
AS,LKA,2003,19303180
AS,LKA,2004,19490431
AS,LKA,2005,19673866
AS,LKA,2006,19870706
AS,LKA,2007,20078655
AS,LKA,2009,20482477
AS,LKA,2010,20668557
AS,LKA,2011,20859743
AS,LKA,2012,21017147
AS,LKA,2013,21131756
AS,LKA,2014,21239457
CSA,SUR,1990,
CSA,SUR,1991,415981
CSA,SUR,1992,419521
CSA,SUR,1995,434490
CSA,SUR,1996,443834
CSA,SUR,1997,452887
CSA,SUR,1998,461749
CSA,SUR,1999,470458
CSA,SUR,2000,478998
CSA,SUR,2001,487394
CSA,SUR,2002,495666
CSA,SUR,2003,503780
CSA,SUR,2004,510572
CSA,SUR,2005,516220
CSA,SUR,2006,522023
CSA,SUR,2007,527946
CSA,SUR,2008,533938
CSA,SUR,2009,539987
CSA,SUR,2010,546080
CSA,SUR,2011,552146
CSA,SUR,2012,558111
CSA,SUR,2013,563947
CSA,SUR,2014,569682
EU,SWE,1990,
EU,SWE,1991,8617375
EU,SWE,1992,8668067
EU,SWE,1993,8718561
EU,SWE,1994,8780745
